"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","STATUS","AS ON DATE","SUBMISSION DATE","REVISION DATE","ACTION","BROADCAST DATE/TIME","EXCHANGE DISSEMINATION TIME","TIME TAKEN"
"HCL Technologies Limited","0","0","0",,"30-SEP-2010",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Limited","0","0","0",,"30-JUN-2010",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Limited","0","0","0",,"31-MAR-2010",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Limited","0","0","0",,"31-DEC-2009",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Limited","0","0","0",,"30-SEP-2009",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Limited","0","0","0",,"30-JUN-2009",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Limited","0","0","0",,"31-MAR-2009",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Ltd","0","0","0",,"31-DEC-2008",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Ltd","0","0","0",,"30-SEP-2008",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Ltd","0","0","0",,"30-JUN-2008",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Ltd","0","0","0",,"31-MAR-2008",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Ltd","0","0","0",,"31-DEC-2007",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Ltd","0","0","0",,"30-SEP-2007",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Ltd","0","0","0",,"30-JUN-2007",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Ltd","0","0","0",,"31-MAR-2007",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Ltd","0","0","0",,"31-DEC-2006",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Ltd","0","0","0",,"30-SEP-2006",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Ltd","0","0","0",,"30-JUN-2006",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Limited","0","0","0",,"31-MAR-2006",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Limited","0","0","0",,"31-DEC-2005",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Limited","0","0","0",,"30-SEP-2005",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
"HCL Technologies Limited","0","0","0",,"30-JUN-2005",,,"https://nsearchives.nseindia.com/corporate/xbrl/null",,,
